rec_id,culture,given_name,surname,sex,date_of_birth
rec-1205-org,afr,kennesha,rathfelder,f,19540218
rec-1206-org,afr,usaama,emuejeraye,,19540213
rec-1207-org,afr,olainde,scotson,f,19660707
rec-1208-org,afr,mosemotsa,davies,m,19750527
rec-1209-org,afr,nega,desisa,f,19881009
rec-1210-org,afr,ummi,radford,f,19580602
rec-1211-org,afr,ajua,kigen,f,20010215
rec-1212-org,afr,abikanile,wakhungu,,19970224
rec-1213-org,afr,tobe,bantariza,,19710913
rec-1214-org,afr,nasiim,mbaye,m,19861107
rec-1215-org,afr,tefo,lokeris,,19431217
rec-1216-org,afr,kwesida,akhasamba,f,19510111
rec-1217-org,afr,kya,ikpeba,f,19890727
rec-1218-org,afr,liu,herman,,19970129
rec-1219-org,afr,shanika,gibbins,f,19870626
rec-1220-org,afr,keenyn,halgryn,f,19561102
rec-1221-org,afr,kamaria,jipcho,f,19540324
rec-1222-org,afr,sondo,tshipala,f,19660228
rec-1223-org,afr,andrianampoinaimerina,carter,,20010416
rec-1224-org,afr,ugdada,newby,m,19870731
rec-1225-org,afr,rhamah,chikusu,m,20020719
rec-1226-org,afr,shuruku,ikisikpo,,19870317
rec-1227-org,afr,tumpe,gichuru,f,19510207
rec-1228-org,afr,chacha,leakey,,
rec-1229-org,afr,fungai,pursell,,19480720
rec-1230-org,afr,tindo,victor,f,19700106
rec-1231-org,afr,alike,moropedi,,19930623
rec-1232-org,afr,ahine,moffat,f,19460512
rec-1233-org,afr,chikwendu,malin,f,19760715
rec-1234-org,afr,mosimanay,jabavu,,
rec-1235-org,afr,nalo,templeton,,19700411
rec-1236-org,afr,yunes,assefa,f,19570423
rec-1237-org,afr,donminic,mbiuki,m,
rec-1238-org,afr,nwofia,kaloki,f,19491004
rec-1239-org,afr,kinfu,nangomba,f,19670410
rec-1240-org,afr,seydou,whitlock,f,19440220
rec-1241-org,afr,batuuli,madowo,f,19650820
rec-1242-org,afr,isioma,gideon,f,19910519
rec-1243-org,afr,sakyrah,nyeko,f,19970215
rec-1244-org,afr,haji,serong,f,19600104
rec-1245-org,afr,hadiah,carlisle,f,19770622
rec-1246-org,afr,mazi,yifter,f,19860902
rec-1247-org,afr,nimulodi,kabira,f,19890410
rec-1248-org,afr,ubani,obiri,m,19960720
rec-1249-org,afr,fehed,ertzgaard,,19501013
rec-1250-org,afr,jina,ubido,m,19540925
rec-1251-org,afr,jeddjiga,kamuntu,,19460925
rec-1252-org,afr,tekalgn,zinyama,f,
rec-1253-org,afr,afram,manyamuna,,19960331
rec-1254-org,afr,oluwakanyinsola,opoku,m,19760304
rec-1255-org,afr,yamusu,mopelwa,,19440411
rec-1256-org,afr,tenen,siabukali,f,19800919
rec-1257-org,afr,ifeoma,rao,f,
rec-1258-org,afr,nafaika,kasase,f,20000128
rec-1259-org,afr,cherrise,aloso,f,19550218
rec-1260-org,afr,billen,upton,,20010310
rec-1261-org,afr,chima,yeatman,f,
rec-1262-org,afr,thema,wentzel,,19881229
rec-1263-org,afr,chantall,wanade,m,19551125
rec-1264-org,afr,athumani,haambokoma,f,19500904
rec-1265-org,afr,afafa,martens,f,19521119
rec-1266-org,afr,iroagbulam,dejager,,19800216
rec-1267-org,afr,kenyetta,samulela,f,19930421
rec-1268-org,afr,chinonyel,gove,m,19430523
rec-1269-org,afr,idogbe,momanyi,f,19660308
rec-1270-org,afr,mehret,chisanga,f,19430319
rec-1271-org,afr,nyathi,nthite,f,
rec-1272-org,afr,ahjahnae,simuzingili,f,19880815
rec-1273-org,afr,marahaba,msomi,m,19870928
rec-1274-org,afr,thandi,kabanga,f,19950801
rec-1275-org,afr,obinwoke,sserunkuma,,19861221
rec-1276-org,afr,sarsadengal,adenowo,,19591207
rec-1277-org,afr,aminifu,semmens,f,19830511
rec-1278-org,afr,nyako,sinkolongo,f,19850404
rec-1279-org,afr,chinelo,eze,f,20010105
rec-1280-org,afr,cinenye,davies,,19930927
rec-1281-org,afr,ladawnah,wamulume,f,
rec-1282-org,afr,addisu,soule,,19870121
rec-1283-org,afr,vusimuzi,touray,f,
rec-1284-org,afr,zira,swart,m,19400808
rec-1285-org,afr,firhoun,sang,f,19690208
rec-1286-org,afr,siwazuri,fakeye,m,20000118
rec-1287-org,afr,lumsi,ashira,m,19500824
rec-1288-org,afr,mothei,eregbu,f,19601027
rec-1289-org,afr,ekon,kathurima,f,
rec-1290-org,afr,folami,sermon,f,19840106
rec-1291-org,afr,gebretsadik,udojoh,f,19510822
rec-1292-org,afr,atieno,mutapa,f,19570130
rec-1293-org,afr,rajabu,ngema,f,19770406
rec-1294-org,afr,shasheman,chigaga,f,19710529
rec-1295-org,afr,afiba,rushby,m,19480204
rec-1296-org,afr,abasi,goder,f,19971126
rec-1297-org,afr,ibeawuchi,mwirichia,f,19550624
rec-1298-org,afr,dol,rae,f,19890526
rec-1299-org,afr,sharlon,down,m,19501216
rec-1300-org,afr,bose,geertsema,f,19911027
rec-1301-org,afr,ditas,senfuma,m,19540717
rec-1302-org,afr,dalmar,ndow,f,19530522
rec-1303-org,afr,againi,kolane,f,19890920
rec-1304-org,afr,amghnna,ajulo,f,19720123
rec-1305-org,afr,goitsemed,lawal,f,19910625
rec-1306-org,afr,abidugun,ajilore,m,19550109
rec-1307-org,afr,jumah,nuwagaba,f,19910922
rec-1308-org,afr,tulinaqwe,spahn,f,19500805
rec-1309-org,afr,goukouni,kajubiri,f,19510814
rec-1310-org,afr,nokrashy,onuegbu,f,
rec-1311-org,afr,boubacar,ezenwaka,f,19650421
rec-1312-org,afr,amatefe,mphatso,,19530620
rec-1313-org,afr,jata,uti,,19981011
rec-1314-org,afr,lelo,chemabwai,f,19500823
rec-1315-org,afr,lalaina,holtzkampf,f,19540104
rec-1316-org,afr,faraa,saleh,m,19470829
rec-1317-org,afr,machumu,lunkuse,,19540324
rec-1318-org,afr,nafuma,sunguti,f,19900821
rec-1319-org,afr,memleda,wrensch,m,19620129
rec-1320-org,afr,geteye,kishoyian,,19580804
rec-1321-org,afr,tumpe,amusan,f,20000215
rec-1322-org,afr,jaineba,ndulo,m,19441031
rec-1323-org,afr,thandiwe,kisitu,,19570819
rec-1324-org,afr,msafiri,liversage,,
rec-1325-org,afr,pemba,kahin,,19790310
rec-1326-org,afr,monifa,,f,
rec-1327-org,afr,onyango,mortensen,f,19510225
rec-1328-org,afr,bitisurur,hashidu,f,19680406
rec-1329-org,afr,anan,bareebe,,19750609
rec-1330-org,afr,megduda,gamble,f,19740409
rec-1331-org,afr,chinangwa,rademeyer,f,19860328
rec-1332-org,afr,ekenedilichukwu,rugunda,f,19990329
rec-1333-org,afr,haruni,barighaamange,,19990402
rec-1334-org,afr,tessfalfe,akapelwa,f,19500116
rec-1335-org,afr,selope,maasdorp,,19751018
rec-1336-org,afr,bunwi,maddox,,19730714
rec-1337-org,afr,chikodina,gibson,,19740211
rec-1338-org,afr,huthum,urge,m,19771228
rec-1339-org,afr,uuka,ntumba,m,19471207
rec-1340-org,afr,sitembile,agaba,f,19711006
rec-1341-org,afr,mombera,erasmus,f,19731005
rec-1342-org,afr,mabandla,ekpoki,m,19521008
rec-1343-org,afr,ebelechukwu,kasule,f,19751124
rec-1344-org,afr,tigist,oparathompson,f,19951130
rec-1345-org,afr,chioh,ajagun,,19580509
rec-1346-org,afr,awdia,hibbert,m,
rec-1347-org,afr,kito,byarugaba,f,19780624
rec-1348-org,afr,olanrewaju,bura,,19451110
rec-1349-org,afr,chalese,motsoaledi,m,19530118
rec-1350-org,afr,nwagboso,calata,f,19950422
rec-1351-org,afr,ejiroghene,nyasulu,f,19480206
rec-1352-org,afr,olaniyan,kanayo,f,19620207
rec-1353-org,afr,hasani,ojaamong,f,19680315
rec-1354-org,afr,ntombizodwa,chawa,f,19980607
rec-1355-org,afr,jirani,hart,f,19761027
rec-1356-org,afr,nzarbarimb,paulos,f,19670905
rec-1357-org,afr,habib,adedibu,,19510926
rec-1358-org,afr,mxolisi,penderis,f,
rec-1359-org,afr,themba,iqbal,f,19820709
rec-1360-org,afr,sheena,sparg,f,19620715
rec-1361-org,afr,,amachree,f,19750714
rec-1362-org,afr,oluwatoyi,kiragu,f,19760826
rec-1363-org,afr,najji,chetty,m,19780801
rec-1364-org,afr,boitumelo,mamdani,m,19510623
rec-1365-org,afr,akwasi,muyeba,m,19980726
rec-1366-org,afr,shawndah,alake,f,19950911
rec-1367-org,afr,mwanamize,malan,m,19891019
rec-1368-org,afr,ganya,geeringh,m,19430928
rec-1369-org,afr,nabukwasi,storey,,19600803
rec-1370-org,afr,kamili,platzoeder,m,19460103
rec-1371-org,afr,shukura,kolagano,,19820816
rec-1372-org,afr,sefanit,harmse,f,19851223
rec-1373-org,afr,aishatu,mopela,f,19680319
rec-1374-org,afr,chiriga,flusch,f,19550914
rec-1375-org,afr,damte,schwegmann,f,19990303
rec-1376-org,afr,diji,kibiwot,f,19501113
rec-1377-org,afr,tandie,tarrant,,
rec-1378-org,afr,mutope,dawo,m,19561226
rec-1379-org,afr,njonjo,kayonga,f,19641016
rec-1380-org,afr,gugu,ikgopoleng,f,19410707
rec-1381-org,afr,olatokunb,mwangi,f,19991220
rec-1382-org,afr,sauti,davids,,19400221
rec-1383-org,afr,garai,mbatha,,19570618
rec-1384-org,afr,chioma,oyugi,f,19880609
rec-1385-org,afr,kuliraga,ogunlana,f,19780619
rec-1386-org,afr,manyara,pithers,,20021209
rec-1387-org,afr,akosua,watt,f,19910414
rec-1388-org,afr,jenbere,kombo,,19520517
rec-1389-org,afr,ekwefi,bala,,19790203
rec-1390-org,afr,oladunni,sibanyoni,f,19511031
rec-1391-org,afr,kazandu,ibeagha,m,19721209
rec-1392-org,afr,selope,sseppuya,m,19581214
rec-1393-org,afr,gathee,,f,
rec-1394-org,afr,tabat,chimes,f,19880824
rec-1395-org,afr,mekbib,akinola,f,19941006
rec-1396-org,afr,bushira,owoh,f,19790712
rec-1397-org,afr,chiedza,bakkes,,20021110
rec-1398-org,afr,sherise,igbinadolor,f,19930317
rec-1399-org,afr,jwahir,hartogh,f,19860304
rec-1400-org,afr,nufaika,nkoloso,f,19990727
rec-1401-org,afr,muraguri,mwikuta,,19530731
rec-1402-org,afr,kabona,sparg,m,19670329
rec-1403-org,afr,nkosinathi,solon,f,19791220
rec-1404-org,afr,olanrewaju,andargachew,f,19401114
rec-1405-org,afr,itembe,taggart,f,
rec-1406-org,afr,radhi,,,19660617
rec-1407-org,afr,bezzi,rajah,m,19640118
rec-1408-org,afr,,munya,,19901008
rec-1409-org,afr,kanoni,karai,,19980925
rec-1410-org,afr,chola,idiata,f,19510802
rec-1411-org,afr,wiza,samoei,f,20001013
rec-1412-org,afr,onwumelu,uloko,f,
rec-1413-org,afr,adjoa,aliwa,f,19950426
rec-1414-org,afr,bavual,carse,m,
rec-1415-org,afr,,,f,19890212
rec-1416-org,afr,dsu,mibey,f,19910228
rec-1417-org,afr,makena,abeylegesse,m,19961011
rec-1418-org,afr,remi,persoon,f,19960425
rec-1419-org,afr,mwake,akakpo,f,19440229
rec-1420-org,afr,ampah,,m,19500619
rec-1421-org,afr,mbwana,earl,f,19900928
rec-1422-org,afr,vondila,phillips,f,20020413
rec-1423-org,afr,segbe,reeks,f,19600330
rec-1424-org,afr,yetunde,negedu,,19861108
rec-1425-org,afr,hazina,ibok,,19470426
rec-1426-org,afr,gelila,ndaba,f,19700622
rec-1427-org,afr,lesedi,karashani,f,19850902
rec-1428-org,afr,gavivi,onyali,f,19880223
rec-1429-org,afr,nteremezi,hillier,f,19870202
rec-1430-org,afr,malomo,ssebunya,m,19641106
rec-1431-org,afr,namwaka,maji,f,
rec-1432-org,afr,kainda,shaik,,19930514
rec-1433-org,afr,tuponile,bethwell,f,19480116
rec-1434-org,afr,chinweuba,dossou,f,19420813
rec-1435-org,afr,ejiro,bandele,f,19770829
rec-1436-org,afr,oluluaboe,appiah,f,19470719
rec-1437-org,afr,jaha,lusaka,f,19570812
rec-1438-org,afr,durra,matiangi,,19550226
rec-1439-org,afr,marini,ogunro,f,19530728
rec-1440-org,afr,muwanga,fitzgerald,f,19610716
rec-1441-org,afr,masomakali,grumede,f,19560929
rec-1442-org,afr,imasu,kekana,f,19870617
rec-1443-org,afr,wolde,pugh,m,19800908
rec-1444-org,afr,fogo,kostile,m,19640419
rec-1445-org,afr,chinagoro,fumina,m,19880115
rec-1446-org,afr,oman,kafumukache,f,19730420
rec-1447-org,afr,neemaka,mulombwa,f,19740710
rec-1448-org,afr,nwora,mataka,,19680531
rec-1449-org,afr,monisha,ochieng,f,19870816
rec-1450-org,afr,kave,pennington,,19990110
rec-1451-org,afr,ameng,makue,m,19540904
rec-1452-org,afr,kijana,aliye,f,19751130
rec-1453-org,afr,,omotosho,,19960615
rec-1454-org,afr,mekondjo,prodehl,f,
rec-1455-org,afr,saiha,kavuma,m,19600503
rec-1456-org,afr,addi,lucas,,19571009
rec-1457-org,afr,uzoamaka,ambaka,f,19701110
rec-1458-org,afr,ramat,kalonji,f,19950405
rec-1459-org,afr,nosizwe,lake,f,19850705
rec-1460-org,afr,ayodele,bayigga,f,19540318
rec-1461-org,afr,,mmbijiwe,,19900131
rec-1462-org,afr,amatetso,eckhout,,19821204
rec-1463-org,afr,eyerusale,mbuyi,f,
rec-1464-org,afr,munashe,kaima,f,19731028
rec-1465-org,afr,sissay,dubuson,f,
rec-1466-org,afr,minkah,wahu,m,19670509
rec-1467-org,afr,nne,stols,f,19600725
rec-1468-org,afr,oyiofo,tebbutt,f,19990308
rec-1469-org,afr,malomo,baird,m,19730923
rec-1470-org,afr,nyangoma,muhairwe,f,19991023
rec-1471-org,afr,bakari,masebe,f,19950826
rec-1472-org,afr,liwaza,wanjau,f,
rec-1473-org,afr,zikoranau,agboyi,f,19820817
rec-1474-org,afr,djidade,sheik,f,19561124
rec-1475-org,afr,mpilo,hughes,f,19710427
rec-1476-org,afr,hanzila,,f,19900509
rec-1477-org,afr,uzondu,steinberg,m,19580122
rec-1478-org,afr,mayamiko,martin,f,19921029
rec-1479-org,afr,babafemi,mutu,m,19740207
rec-1480-org,afr,zeffun,kokott,f,19780408
rec-1481-org,afr,kujuwakwa,olateruolagbegi,m,19770219
rec-1482-org,afr,fumnanya,khaemba,m,19750626
rec-1483-org,afr,chata,obiriyeboah,m,19870305
rec-1484-org,afr,okal,kpetigo,f,20000108
rec-1485-org,afr,khouana,kipyego,f,20020106
rec-1486-org,afr,afamefula,nchembele,f,19511101
rec-1487-org,afr,oghenekev,tesfahun,f,19420616
rec-1488-org,afr,waithaka,koller,f,19750218
rec-1489-org,afr,ilori,sefir,f,19630604
rec-1490-org,afr,mpilo,egbunike,,19660811
rec-1491-org,afr,chiemezie,aghahowa,f,19981108
rec-1492-org,afr,chukwuebuka,stucki,f,19980601
rec-1493-org,afr,nteremezi,simbyakula,,19650830
rec-1494-org,afr,sigqibo,mogaladi,f,19900227
rec-1495-org,afr,olabode,lekgari,f,19601221
rec-1496-org,afr,selamawit,dunne,f,19460128
rec-1497-org,afr,hemmuc,ewart,f,19680411
rec-1498-org,afr,ekenedilinna,mowsowitz,,19550423
rec-1499-org,afr,nnenia,liwonde,f,
rec-1500-org,afr,brahim,greig,f,19890109
rec-1501-org,afr,amazuz,kaikai,,19440627
rec-1502-org,afr,azagba,khunwane,m,19680529
rec-1503-org,afr,nxele,mazoka,f,19830721
rec-1504-org,afr,cashaaay,stigling,f,
rec-1505-org,afr,fadhila,boakye,f,19430327
rec-1506-org,afr,yokana,madikizela,f,19550628
rec-1507-org,afr,lantoniai,wippenaar,f,19730914
rec-1508-org,afr,sibongile,obel,f,19660103
rec-1509-org,afr,chandaki,ojugbana,f,
rec-1510-org,afr,issatu,depradines,m,19951222
rec-1511-org,afr,meskerem,kaburu,f,19550418
rec-1512-org,afr,moja,igboun,,19540222
rec-1513-org,afr,adanech,dunn,,19611203
rec-1514-org,afr,nonyameko,hassan,,
rec-1515-org,afr,ibrahima,hubbard,f,
rec-1516-org,afr,jama,mulugeta,f,19730520
rec-1517-org,afr,mhonum,mudima,f,19401003
rec-1518-org,afr,chichi,nokwe,f,19850129
rec-1519-org,afr,mun,mtika,f,19500827
rec-1520-org,afr,aondohimba,inkosi,f,
rec-1521-org,afr,mannet,peterson,,
rec-1522-org,afr,shamir,pruis,f,19571113
rec-1523-org,afr,abeke,chabatama,,
rec-1524-org,afr,acholam,mphatso,m,19640327
rec-1525-org,afr,,agboneni,f,19900825
rec-1526-org,afr,funanya,mugabi,m,19580721
rec-1527-org,afr,kikelomo,okri,m,19880827
rec-1528-org,afr,bitisurur,rossouw,f,19990722
rec-1529-org,afr,mariamu,kellermann,f,19931101
rec-1530-org,afr,ityiarmbi,nanyonga,f,19730319
rec-1531-org,afr,ayinde,esealuka,f,19761004
rec-1532-org,afr,maizah,malundu,f,19551227
rec-1533-org,afr,kafi,muchoka,m,19711001
rec-1534-org,afr,dumisai,rutu,f,19401022
rec-1535-org,afr,obasi,ashira,f,
rec-1536-org,afr,marietjie,hughes,f,19910323
rec-1537-org,afr,mavuto,chepkitony,f,19960706
rec-1538-org,afr,khiari,henn,f,19541214
rec-1539-org,afr,olajowon,ruthven,f,19660102
rec-1540-org,afr,faki,fourie,,19880530
rec-1541-org,afr,abina,sood,f,19490704
rec-1542-org,afr,abiola,sullaphen,f,20001124
rec-1543-org,afr,phindiwe,keya,m,19880726
rec-1544-org,afr,azomino,gidada,f,19430218
rec-1545-org,afr,ismaili,joch,m,19930528
rec-1546-org,afr,malebogo,chumbwe,f,19510423
rec-1547-org,afr,manzili,yegini,m,19400916
rec-1548-org,afr,sihaba,schenck,f,19690320
rec-1549-org,afr,khatibu,,f,19520422
rec-1550-org,afr,yobanna,marques,f,19820516
rec-1551-org,afr,tekeshia,samsodien,,20000725
rec-1552-org,afr,achieng,mugane,,19690525
rec-1553-org,afr,ruusa,mowsowitz,f,19670726
rec-1554-org,afr,caimile,etiaba,f,19920201
rec-1555-org,afr,muhyiddin,mmbijiwe,f,19870715
rec-1556-org,afr,bikita,newby,f,19871229
rec-1557-org,afr,tuako,,f,19790103
rec-1558-org,afr,amakai,kasapo,f,19851202
rec-1559-org,afr,olajuwon,hichilema,f,19731228
rec-1560-org,afr,kehinde,onubogu,f,19780730
rec-1561-org,afr,moraa,namwanga,,19911021
rec-1562-org,afr,nasiim,ameobi,m,19550409
rec-1563-org,afr,lwennas,renken,m,19730411
rec-1564-org,afr,ahmadu,wesson,f,
rec-1565-org,afr,komla,watermeyer,m,19800715
rec-1566-org,afr,onyenna,levi,m,19540505
rec-1567-org,afr,matu,weakley,f,19911112
rec-1568-org,afr,lwiza,anyiam,m,19791213
rec-1569-org,afr,nanyanika,knous,f,19880422
rec-1570-org,afr,,degineh,f,
rec-1571-org,afr,akinlabi,abuom,,19971225
rec-1572-org,afr,julisha,ntlabathi,m,
rec-1573-org,afr,atieno,woodhouse,f,19520718
rec-1574-org,afr,okot,adelaye,m,19780805
rec-1575-org,afr,ye,kasweka,f,19500518
rec-1576-org,afr,kealeboga,mwila,m,
rec-1577-org,afr,kifle,joho,f,20010409
rec-1578-org,afr,fakhta,chinjila,,19631030
rec-1579-org,afr,hembadon,kaana,,19580916
rec-1580-org,afr,afidi,musila,f,19411209
rec-1581-org,afr,caimile,masika,,19641216
rec-1582-org,afr,iyapo,tariku,m,19840117
rec-1583-org,afr,ezana,gebers,,19430224
rec-1584-org,afr,geddouda,sikota,m,19591216
rec-1585-org,afr,doaui,baehr,f,19970220
rec-1586-org,afr,ifeanacho,mcsporran,,19601114
rec-1587-org,afr,labahna,klemp,f,19640530
rec-1588-org,afr,okechuku,shackelford,f,19641108
rec-1589-org,afr,enqu,mmualefe,f,19470104
rec-1590-org,afr,mazipa,simakonga,f,19951016
rec-1591-org,afr,behm,,m,19800401
rec-1592-org,afr,okoro,stauss,f,19570820
rec-1593-org,afr,chuks,leathern,,19900708
rec-1594-org,afr,ajene,maiyo,m,19740224
rec-1595-org,afr,abrihet,brigidi,f,19500113
rec-1596-org,afr,banjoko,chipasula,,19521224
rec-1597-org,afr,azuka,haupts,f,19920922
rec-1598-org,afr,chidozie,okayo,f,19730919
rec-1599-org,afr,keeziah,mulera,,19661203
rec-1600-org,afr,yacob,madeley,f,19490715
rec-1601-org,afr,teklu,fumina,m,19880128
rec-1602-org,afr,mshengu,gicharu,f,19640226
rec-1603-org,afr,morowa,muhlenbeck,f,19901121
rec-1604-org,afr,dalibunga,dodoo,,19641229
rec-1605-org,afr,meti,mbah,f,19401114
rec-1606-org,afr,oshe,mibey,,
rec-1607-org,afr,teru,small,f,
rec-1608-org,afr,zinachukw,deburgh,f,19960426
rec-1609-org,afr,mutia,aliwa,f,19470517
rec-1610-org,afr,wakiuru,freyson,f,19590829
rec-1611-org,afr,fatia,gerima,,19690731
rec-1612-org,afr,laweye,camara,f,19610616
rec-1613-org,afr,letsie,kola,f,19441024
rec-1614-org,afr,luam,bayisa,f,19860120
rec-1615-org,afr,jabulani,sheikh,f,19811212
rec-1616-org,afr,nyako,majoos,f,
rec-1617-org,afr,jinga,chapema,f,19690515
rec-1618-org,afr,asmahani,warwick,m,
rec-1619-org,afr,toakase,imanyara,f,
rec-1620-org,afr,hassani,macfie,,19630313
rec-1621-org,afr,mwanajuma,mpensele,f,19471127
rec-1622-org,afr,haben,archer,f,19771105
rec-1623-org,afr,kawaida,taylor,f,19770712
rec-1624-org,afr,ellema,baderoen,f,19790827
rec-1625-org,afr,chimela,paviour,f,19491006
rec-1626-org,afr,sondisa,aneke,f,19731212
rec-1627-org,afr,gamada,abraha,,19550609
rec-1628-org,afr,tafrara,schonn,f,19810804
rec-1629-org,afr,karega,apam,f,19641114
rec-1630-org,afr,mangellat,immelman,,19540611
rec-1631-org,afr,ejiikeme,mudima,,
rec-1632-org,afr,,mosz,m,19450330
rec-1633-org,afr,menza,jamieson,f,
rec-1634-org,afr,mehani,sinyangwe,f,
rec-1635-org,afr,woldetsadik,greenaway,m,
rec-1636-org,afr,loumsy,vadher,f,19700418
rec-1637-org,afr,selassie,zeeman,,19450116
rec-1638-org,afr,aluoch,success,f,19580312
rec-1639-org,afr,bisrat,nangomba,f,19770811
rec-1640-org,afr,sharik,mwauluka,f,
rec-1641-org,afr,qelhatat,adejo,m,19430531
rec-1642-org,afr,mukiri,ladipo,f,
rec-1643-org,afr,nafia,mamudu,,19530109
rec-1644-org,afr,narkeasha,adipo,f,19590103
rec-1645-org,afr,lugono,deewes,m,19490811
rec-1646-org,afr,,simalimbu,f,19731029
rec-1647-org,afr,chinara,suji,f,
rec-1648-org,afr,mtima,silva,f,19620220
rec-1649-org,afr,chinagoro,egwuekwe,m,19930218
rec-1650-org,afr,otakagu,sherwood,f,19410910
rec-1651-org,afr,elewechi,denton,f,
rec-1652-org,afr,lewnis,groenewald,f,19450628
rec-1653-org,afr,munim,alaoakala,f,20000405
rec-1654-org,afr,chibuzo,radcliff,f,19440206
rec-1655-org,afr,afiwa,petrou,,19580906
rec-1656-org,afr,latifu,olorunleke,f,19760618
rec-1657-org,afr,makamu,endale,f,19610209
rec-1658-org,afr,turiya,kigoye,,19800425
rec-1659-org,afr,shantaina,kponton,,19700531
rec-1660-org,afr,muyaka,eden,f,19510907
rec-1661-org,afr,meja,ogunlana,,19831220
rec-1662-org,afr,adjan,diederichs,m,19601115
rec-1663-org,afr,babirye,babajaro,,19910106
rec-1664-org,afr,hurani,thiam,f,19410925
rec-1665-org,afr,titbirt,combe,,19580920
rec-1666-org,afr,tuako,parkins,,19781113
rec-1667-org,afr,pelo,meskei,,19950330
rec-1668-org,afr,lyanda,ahnelt,f,19471022
rec-1669-org,afr,matumaini,bisa,f,19800807
rec-1670-org,afr,wasswa,tatnall,,
rec-1671-org,afr,adaeke,mathews,m,19881213
rec-1672-org,afr,bashaam,quashi,,19610515
rec-1673-org,afr,foluke,anyaoku,f,
rec-1674-org,afr,tekeste,seen,f,19650613
rec-1675-org,afr,upendo,waiyaki,f,19620112
rec-1676-org,afr,lishan,shagari,f,19640304
rec-1677-org,afr,ndidiamak,leo,f,19611010
rec-1678-org,afr,gathee,rousseau,,19901023
rec-1679-org,afr,ifni,atere,f,19751215
rec-1680-org,afr,afia,tilbury,f,19950911
rec-1681-org,afr,,ademiluyi,f,19640407
rec-1682-org,afr,yaya,,,
rec-1683-org,afr,xamida,kachimba,f,19810510
rec-1684-org,afr,ayoka,motsepe,f,20000804
rec-1685-org,afr,tilelli,sheik,f,19571015
rec-1686-org,afr,mwake,matyolo,f,19990915
rec-1687-org,afr,oshe,minster,,19681006
rec-1688-org,afr,eberegbul,lock,f,19590611
rec-1689-org,afr,chandah,tearnan,m,19871104
rec-1690-org,afr,chineze,wolfferum,f,19480218
rec-1691-org,afr,burhani,mans,,20020324
rec-1692-org,afr,nakisisa,rishworth,f,
rec-1693-org,afr,lyaqut,gates,f,19551208
rec-1694-org,afr,nkosazana,malulek,f,19830803
rec-1695-org,afr,afutu,icharia,f,19870301
rec-1696-org,afr,dhambizao,mynhaardt,,20000527
rec-1697-org,afr,ochieng,nabwera,f,19571212
rec-1698-org,afr,mawulikplimi,nakibuuka,f,19421102
rec-1699-org,afr,gyamfi,volschenk,m,19700709
rec-1700-org,afr,damee,naidoo,,19651001
rec-1701-org,afr,penzima,kamala,m,19910515
rec-1702-org,afr,ntombentl,niedojadlo,f,19901210
rec-1703-org,afr,olugbodi,mbuvi,,19700402
rec-1704-org,afr,ebyne,nuru,m,19591009
rec-1705-org,afr,emojung,bengo,f,19590116
rec-1706-org,afr,jaleasa,agu,m,19741013
rec-1707-org,afr,ande,adonis,m,19910401
rec-1708-org,afr,jaleesa,wedge,f,19900605
rec-1709-org,afr,tekiyah,awuor,f,19620114
rec-1710-org,afr,kwaku,kaloki,f,19820825
rec-1711-org,afr,,walter,m,19850126
rec-1712-org,afr,obiako,kgari,f,19751113
rec-1713-org,afr,ruusa,gana,f,19450406
rec-1714-org,afr,psammetichus,waterfall,f,19760131
rec-1715-org,afr,atsuai,goniwe,m,19470309
rec-1716-org,afr,mshabaha,smith,f,19810117
rec-1717-org,afr,chioma,netherlands,f,19471025
rec-1718-org,afr,atiqa,kiguli,m,19740215
rec-1719-org,afr,mwanaidi,mudubeko,m,19641207
rec-1720-org,afr,ambe,chitala,,19731024
rec-1721-org,afr,kanika,lessonet,f,19980904
rec-1722-org,afr,ghidey,ebuya,,
rec-1723-org,afr,mwara,epee,m,19541109
rec-1724-org,afr,mwenda,damant,,19860428
rec-1725-org,afr,akilil,ochuodho,f,20010628
rec-1726-org,afr,koshi,,f,
rec-1727-org,afr,lavoria,potgieter,,19590803
rec-1728-org,afr,nzinga,waithera,f,19990104
rec-1729-org,afr,wangai,muthee,f,19631120
rec-1730-org,afr,umukoro,,f,19660506
rec-1731-org,afr,tekle,wambugu,m,19790610
rec-1732-org,afr,dron,endisciau,f,19910218
rec-1733-org,afr,akanika,agbebi,m,19810804
rec-1734-org,afr,iverem,gebremarkos,f,19440712
rec-1735-org,afr,asabi,,f,19460709
rec-1736-org,afr,amachi,mdala,f,19940211
rec-1737-org,afr,omwancha,worthington,f,19730522
rec-1738-org,afr,agbenyaga,muleya,f,19570103
rec-1739-org,afr,amrus,mukwanga,,19530303
rec-1740-org,afr,lencho,malraison,f,19580424
rec-1741-org,afr,birru,mulubwa,m,19740605
rec-1742-org,afr,madzimoyo,aliwa,f,19421012
rec-1743-org,afr,fathi,celestine,m,19730312
rec-1744-org,afr,businge,pickersgill,,19691122
rec-1745-org,afr,zahor,mthebe,f,19680711
rec-1746-org,afr,imara,,,19840626
rec-1747-org,afr,ghedi,mynhaardt,f,19951021
rec-1748-org,afr,lavoun,masekela,f,19671109
rec-1749-org,afr,hailu,bunu,f,19680411
