rec_id,culture,given_name,surname,date_of_birth,phone_number,national_identifier,medical_record_number,sex
rec-5227-org,uga,dylan,ilagara,,774660650,96090580,KSG-690403,
rec-5228-org,uga,caitlin,akampwera,19161208,752600595,92239840,MPK-555502,
rec-5229-org,uga,bridget,deissy,19071011,752648043,97383024,NSU-505672,
rec-5230-org,uga,naume,oyoo,19880516,712072554,67596240,KLH-512985,m
rec-5231-org,uga,elton,kyorimpa,19820913,772640206,73368290,RUK-374446,
rec-5232-org,uga,imelda,pherecian,19860501,782519712,64976603,RUK-145250,f
rec-5233-org,uga,yasmin,aarakit,19010831,752918782,32065672,NSU-734147,
rec-5234-org,uga,lucas,namugwe,19730226,782369296,44882434,NSU-537848,
rec-5235-org,uga,kasaida,waisswa,19010511,774843204,25455831,RUK-741009,m
rec-5236-org,uga,hillary,ntabadde,19300306,774138519,99820773,RUK-971220,f
rec-5237-org,uga,adrine,imuku,19110701,782085114,93528363,FPL-320538,f
rec-5238-org,uga,blake,ndugu,19510314,712542458,26846888,MPK-974598,
rec-5239-org,uga,roset,nkusa,19900908,772968692,50096492,KLH-847539,f
rec-5240-org,uga,leonard,brian,19050108,774687451,80972492,NSU-356537,f
rec-5241-org,uga,jasmine,omomwa,19550912,712266349,36885122,KSD-970764,
rec-5242-org,uga,,robbina,,774811352,32808078,KSG-173298,f
rec-5243-org,uga,nyesigyyze,opiyo,19410313,,33265533,KUL-579037,m
rec-5244-org,uga,emma,tuhirirwe,19451024,712856562,24889108,KUL-791259,
rec-5245-org,uga,jessica,balyesiima,19680617,712999574,83688110,KLH-859518,f
rec-5246-org,uga,alice,nyafwono,19470309,712658567,11712997,KUB-908468,f
rec-5247-org,uga,herriet,mijumbi,19780912,782108677,28203283,KMC-410644,f
rec-5248-org,uga,emiily,nsababeera,19140506,712619319,16383860,MPK-954306,
rec-5249-org,uga,getrida,sebunya,19670228,,24288580,KUB-401419,f
rec-5250-org,uga,katabarwa,silvano,19501023,772893516,23914925,FPL-513179,f
rec-5251-org,uga,nuulu,kavondi,19430225,782053200,15373381,KUL-978056,f
rec-5252-org,uga,lamula,waguma,19690212,772504311,31214099,RUK-910840,f
rec-5253-org,uga,brenda,otho,19220720,772651218,13456766,KUL-881363,f
rec-5254-org,uga,tonny,mwambalandeku,,772270813,67139585,RUK-456743,f
rec-5255-org,uga,mariam,kisaakye,19570609,752774128,72436085,KSG-389713,f
rec-5256-org,uga,annette,nyirambonimpa,19650916,752592213,12858094,KLH-931667,f
rec-5257-org,uga,dominic,,19761102,774142659,75308822,KUB-901671,f
rec-5258-org,uga,shamim,sekanabo,19840125,774504963,54750028,FPL-575663,f
rec-5259-org,uga,adonia,namuwawu,19651208,752618465,15772961,KUL-561700,f
rec-5260-org,uga,dezi,galikwoleka,19420216,752468967,91504170,KSD-637025,f
rec-5261-org,uga,ocaya,tukahirwa,19200228,752017152,45536828,MPK-700638,f
rec-5262-org,uga,caitlin,muchwa,19530822,772345016,40237636,RUK-519729,
rec-5263-org,uga,katusime,chelagat,19410516,782008287,99968826,KSD-834046,f
rec-5264-org,uga,bingi,apiny,19600815,772040351,77253004,MBA-111347,m
rec-5265-org,uga,,olele,19030618,782181432,28957931,RUK-999927,
rec-5266-org,uga,nakitende,nakasi,19571021,772026279,31660751,RUK-414826,f
rec-5267-org,uga,zaituna,naginda,19651011,772664852,66773238,RUK-866767,f
rec-5268-org,uga,kira,opila,19920229,782830087,21365356,KUL-555983,
rec-5269-org,uga,nebye,ndyabawe,19050302,772472100,92346439,KUB-861936,f
rec-5270-org,uga,carly,ibudi,19360422,712200363,61997685,MBA-893368,
rec-5271-org,uga,amy,atyam,19291010,,94407566,KSD-578876,
rec-5272-org,uga,musubaho,kuhimbisa,19321201,774919804,75230955,NSU-177989,m
rec-5273-org,uga,ilet,auruku,,774733618,52433396,KMC-571160,f
rec-5274-org,uga,joshua,kyakuhaire,19260622,782915381,30395736,NSU-868492,
rec-5275-org,uga,kasiifa,candia,19350620,774261786,44301945,MBA-636816,f
rec-5276-org,uga,shillah,abowe,19010811,782398629,22761166,MBA-994958,f
rec-5277-org,uga,erisa,ebeu,19621226,712251330,57881838,NSU-680042,f
rec-5278-org,uga,rosette,katalikawe,19331223,782490401,95551511,RUK-372609,f
rec-5279-org,uga,vicky,awongo,19480701,712380248,51296853,RUK-274673,f
rec-5280-org,uga,louise,apeli,19391115,772163501,62843728,NSU-762916,f
rec-5281-org,uga,kate,lulangwa,,712955443,21533532,KLH-164604,f
rec-5282-org,uga,jovita,twinomuhwezi,19310610,752674351,84748227,KSG-783555,f
rec-5283-org,uga,efrazia,koroneri,19370511,772560164,92867150,MBA-876860,f
rec-5284-org,uga,madeleine,muwawu,19520724,,27555207,NSU-882023,
rec-5285-org,uga,shakira,lotiyu,19090701,752973203,27439397,KLH-417110,f
rec-5286-org,uga,ele,matayo,19160130,752159833,15254604,KSD-951614,f
rec-5287-org,uga,baguma,namukwaya,19450326,712908298,80606433,KSD-857597,m
rec-5288-org,uga,dativa,byamubkama,19980421,712459680,98789747,KSG-643825,f
rec-5289-org,uga,lawrence,nobert,19831214,774479561,17629057,NSU-617780,m
rec-5290-org,uga,adellah,katunzi,19340911,752066526,33535235,RUK-985948,f
rec-5291-org,uga,hafasumana,awete,19541101,774277330,94523207,KMC-101803,f
rec-5292-org,uga,lachlan,namulondo,19460628,782158337,75855643,RUK-467622,
rec-5293-org,uga,tumuramye,amunkwasize,19350109,774656645,23947538,NSU-227043,m
rec-5294-org,uga,stellah,ntuusi,19061019,712980601,13386503,MBA-886214,m
rec-5295-org,uga,emiily,musalaba,19120211,782431848,16001913,FPL-928486,
rec-5296-org,uga,keres,adrama,19090428,752169306,16736663,FPL-880672,m
rec-5297-org,uga,nankoomi,osako,19780414,712472228,77936272,KLH-192674,m
rec-5298-org,uga,ronate,bamwenda,19520717,752820893,14844545,KUL-795578,f
rec-5299-org,uga,ziporah,sefuma,19250826,712949272,80994909,MPK-471833,f
rec-5300-org,uga,jamati,lwekunda,19310817,772915566,89643796,RUK-749994,f
rec-5301-org,uga,sumaya,nakirabira,19421014,752505476,79824668,RUK-367988,f
rec-5302-org,uga,flamina,turihohabwe,19510824,772721236,87495845,MPK-240184,f
rec-5303-org,uga,tukamushaba,kamuhanda,19471125,782326927,92377913,RUK-407309,f
rec-5304-org,uga,leocadia,kivani,19210630,782530923,58689726,KLH-341790,f
rec-5305-org,uga,erin,patleo,19770531,712265868,91674269,KUL-278269,
rec-5306-org,uga,joshua,nakigulu,19850423,772821595,46754655,RUK-522100,
rec-5307-org,uga,yusufu,beja,19440116,772142330,10495003,MBA-430659,m
rec-5308-org,uga,agness,kinyera,19250717,752753096,32245935,MPK-479150,m
rec-5309-org,uga,imelida,aluka,19200825,752148578,21345642,KUB-282419,f
rec-5310-org,uga,nuela,akatekit,19880924,772305781,93988534,MPK-605025,f
rec-5311-org,uga,vicentina,magembe,19460723,782390851,14747949,KUB-193738,f
rec-5312-org,uga,fortunate,ssonko,19970921,774336018,42784639,KMC-708029,f
rec-5313-org,uga,hope,lakwera,,712786020,23999958,MBA-980479,f
rec-5314-org,uga,kusemererwe,acio,19120111,782592954,12115426,MPK-765542,f
rec-5315-org,uga,jenipher,masawi,19221123,782167433,63234489,KLH-721317,f
rec-5316-org,uga,yekoniah,nabyesero,19360816,752297432,30410068,KUB-661192,f
rec-5317-org,uga,kashaija,issa,,774089222,47357613,KSD-272790,f
rec-5318-org,uga,alison,nambozo,19060730,772661942,59899106,KSD-380392,
rec-5319-org,uga,cefy,kasasa,19421120,774010640,94105218,MBA-135680,m
rec-5320-org,uga,tonny,cherotwo,19310412,752097476,71020768,NSU-619142,f
rec-5321-org,uga,nyamata,nambusi,19901001,774152266,82273007,KUB-645059,f
rec-5322-org,uga,josper,lubowa,19371212,782384630,49865917,KSD-154064,m
rec-5323-org,uga,petua,sebulime,19500617,782779528,70742857,KUB-694253,f
rec-5324-org,uga,bahemuka,kiganda,19550526,712366794,18264427,FPL-909819,f
rec-5325-org,uga,pontious,walakira,19460216,712628832,69938799,NSU-104167,m
rec-5326-org,uga,jolly,feru,,772717446,19582137,FPL-107894,f
rec-5327-org,uga,arikiriza,alioni,19870304,752510518,61476539,MPK-807436,f
rec-5328-org,uga,,lutwama,19120122,782257531,32502372,MPK-372527,m
rec-5329-org,uga,dina,namugabi,19360306,782575706,80553957,MPK-101272,f
rec-5330-org,uga,ediza,isingoma,,782772783,71017758,KUB-180542,f
rec-5331-org,uga,berbra,odongtoo,19070718,772723846,23241345,KLH-324458,f
rec-5332-org,uga,tumwebaze,ejidra,19110718,774913578,91933036,KSG-246791,m
rec-5333-org,uga,arinaitwe,kidega,,772039411,96595530,KSG-641326,m
rec-5334-org,uga,cancy,waniala,19060707,752316012,14757573,MBA-896878,f
rec-5335-org,uga,shilla,byamubkama,19861103,772952117,20938527,KUL-572435,f
rec-5336-org,uga,topista,katyetye,19060523,752993379,91123805,MPK-253185,f
rec-5337-org,uga,makenzi,nagwere,,752503025,67932250,MBA-836200,
rec-5338-org,uga,tumwesigye,nantume,19620503,772394441,42745206,RUK-193646,f
rec-5339-org,uga,harriet,katwalo,19290428,782224170,28086680,FPL-225188,
rec-5340-org,uga,william,etori,19091214,,42527295,FPL-236617,
rec-5341-org,uga,bataringaya,atungo,19190416,712779337,43654975,KSD-905109,f
rec-5342-org,uga,ahimbisibwe,nakaayi,19850720,772655093,35214409,FPL-780363,m
rec-5343-org,uga,kunihira,agazu,19060923,774470531,59382549,KLH-713641,f
rec-5344-org,uga,racheal,aweri,19470318,752445499,55445978,KMC-602516,f
rec-5345-org,uga,caleb,bako,19560422,712706756,97593695,MBA-447214,
rec-5346-org,uga,babra,malijo,19340128,772812871,49299658,RUK-990346,f
rec-5347-org,uga,filda,,19040726,752980642,93469328,KUB-450848,f
rec-5348-org,uga,,kainembabazi,19490315,752358183,92588945,KUL-684867,f
rec-5349-org,uga,jennifer,rwakimari,19800225,712041281,17573495,MPK-807986,f
rec-5350-org,uga,loyce,nyanza,19260426,712890199,88517582,KSD-585617,f
rec-5351-org,uga,,odora,19271029,772025258,13581648,KSG-309542,
rec-5352-org,uga,domitila,ondera,,772003103,21957495,NSU-179830,f
rec-5353-org,uga,maria,hetemere,19990824,774857158,79667500,MPK-983069,
rec-5354-org,uga,jake,khisa,19550105,782415250,87969703,RUK-314302,
rec-5355-org,uga,,jjingo,19271126,774110913,16868225,KUL-799920,
rec-5356-org,uga,bonebana,malagala,,712954286,93288818,MPK-359063,f
rec-5357-org,uga,julia,nalwese,19190204,774445201,44048151,KSG-430323,
rec-5358-org,uga,regina,mukooba,19990521,712665276,30901050,MBA-919357,f
rec-5359-org,uga,faima,akankwatsa,,772739159,24638262,NSU-127488,f
rec-5360-org,uga,caitlin,nyakaru,19300114,752855264,94508409,MBA-443575,
rec-5361-org,uga,happy,khalono,19791102,774518126,88298159,NSU-598475,f
rec-5362-org,uga,cliface,immacuret,19830526,752695023,29904733,KUL-708615,m
rec-5363-org,uga,felister,piranok,19320415,782491932,44049419,KMC-158123,m
rec-5364-org,uga,ibra,atwine,19300324,772187470,81638099,FPL-198442,f
rec-5365-org,uga,gumisiriza,ilukori,19251211,712833734,24675141,KSG-265065,f
rec-5366-org,uga,annete,nassali,19251004,772544219,84959356,KSD-106349,f
rec-5367-org,uga,jeturude,nassejje,19080825,712755613,14753427,KLH-229225,f
rec-5368-org,uga,tasman,mutaasa,19130428,774425565,72975168,MBA-291227,
rec-5369-org,uga,karen,hatemere,19170527,752674625,31718230,MPK-188420,f
rec-5370-org,uga,colostica,mughuma,19470905,712992166,42627737,MBA-209504,f
rec-5371-org,uga,jozoniah,omongo,19970317,782846588,45625629,MBA-593562,m
rec-5372-org,uga,briony,,19181015,,50926040,KSD-650044,
rec-5373-org,uga,alexander,nantaayi,19480430,752624511,84900738,FPL-988004,
rec-5374-org,uga,nzewa,derrick,19600112,772086561,33338999,RUK-105144,f
rec-5375-org,uga,anthony,kibombo,19940528,774899550,81591101,KMC-337375,
rec-5376-org,uga,ruth,lusiba,19070801,712834355,59879887,MPK-287945,f
rec-5377-org,uga,pamela,mungurieki,19021208,712288545,70739201,KSG-912192,f
rec-5378-org,uga,maractho,meridah,19990519,772080652,88724448,KSG-482057,m
rec-5379-org,uga,florida,owach,19191026,,92571212,RUK-206748,f
rec-5380-org,uga,janet,atushembukize,19400711,782432197,32049145,KMC-473217,f
rec-5381-org,uga,zakia,anuso,19961101,782859285,41725537,KMC-472188,f
rec-5382-org,uga,sophie,okolerere,,772549604,43992000,RUK-896420,
rec-5383-org,uga,philips,dezirata,19390825,752762761,54150110,KSG-147005,m
rec-5384-org,uga,tasman,nacuge,19250323,772273531,79136071,KSG-241057,
rec-5385-org,uga,godwin,lameck,19660315,772130213,23606613,FPL-168002,m
rec-5386-org,uga,connor,anastina,19680221,712857530,51345468,KUB-175322,
rec-5387-org,uga,eleanor,pulikelia,19410604,752472419,80708700,MPK-432395,f
rec-5388-org,uga,turyamwikiriza,opito,19240518,752939948,21061989,KMC-343029,f
rec-5389-org,uga,tuhirirwe,babiru,19281012,712597759,15118526,KUB-472958,m
rec-5390-org,uga,ilet,kikyusa,19651008,774927388,79492572,MPK-147547,f
rec-5391-org,uga,magaret,kanyago,19760710,752760382,78700092,KLH-436947,f
rec-5392-org,uga,chrispus,basaija,19200311,752862251,48701348,KSD-464636,m
rec-5393-org,uga,consy,mukamutensi,19910131,782565102,79574065,KSD-428602,m
rec-5394-org,uga,jessica,mugonyi,19650305,772193983,18873650,MPK-558804,
rec-5395-org,uga,imelda,balikoha,19940104,774466304,59684613,FPL-854355,f
rec-5396-org,uga,yosia,nalugya,19090628,,83444478,KUL-639153,f
rec-5397-org,uga,isaac,,19740411,752831382,72013851,KMC-801978,m
rec-5398-org,uga,zulfas,angoro,19960313,772800449,11082053,MBA-658180,m
rec-5399-org,uga,nazziwa,tumwisuzye,19580617,772127793,73015539,KSD-207264,f
rec-5400-org,uga,oliver,sylivestri,19890817,752435351,13985319,FPL-614999,
rec-5401-org,uga,jacky,nyaketcho,19040611,752963008,48089152,KMC-315117,m
rec-5402-org,uga,yona,irakiza,19740428,774397545,82479619,MPK-876675,f
rec-5403-org,uga,adrine,engolu,19920301,774287544,60479066,FPL-817251,f
rec-5404-org,uga,zainabu,twogibwe,19760718,782489027,31514911,RUK-760239,f
rec-5405-org,uga,berenal,matiyas,19730117,774769850,90577916,NSU-443435,f
rec-5406-org,uga,flavia,mukuma,19620818,782315050,51674040,KSG-266783,f
rec-5407-org,uga,anasthesia,nyangoma,19000906,712642275,48250894,KMC-501798,f
rec-5408-org,uga,holly,gelesiano,19650409,752960018,39314498,KUB-650388,
rec-5409-org,uga,gumisiriza,manenga,19210324,712324449,76945161,MBA-776302,f
rec-5410-org,uga,sara,sserwanja,19580828,782743919,65718723,KSD-585896,f
rec-5411-org,uga,freddy,kyamagara,19690704,752086240,53047322,KSG-434439,m
rec-5412-org,uga,makkah,agodo,19790305,774276141,55440871,MPK-475640,f
rec-5413-org,uga,muhereza,turyamubugana,19501202,772174580,97334006,NSU-895039,f
rec-5414-org,uga,hakizimaana,kusasiira,19150110,772559819,38112500,KUB-967557,f
rec-5415-org,uga,annociate,nerisi,19680405,752994491,83626193,KSD-526796,f
rec-5416-org,uga,kariyo,nakayange,19940729,782449001,21215448,KSD-605034,m
rec-5417-org,uga,marolyne,mesiku,,712679976,30042326,MBA-763461,f
rec-5418-org,uga,maria,ntete,,782315923,26329711,FPL-486311,f
rec-5419-org,uga,toby,gershom,19080825,782622814,52090140,KLH-239325,m
rec-5420-org,uga,samson,ssekabali,,774020531,87419364,MPK-652535,f
rec-5421-org,uga,najjemba,tayebwa,19620607,774304561,12093925,FPL-805456,f
rec-5422-org,uga,,peruth,19070407,752092778,77698278,MBA-862420,m
rec-5423-org,uga,nankoomi,muyaba,19951118,782278247,49005905,KLH-875460,m
rec-5424-org,uga,jesse,angapi,19490928,752435532,79617179,KSD-929256,f
rec-5425-org,uga,mugaba,kimbugwe,19731015,752106233,38573706,NSU-568550,m
rec-5426-org,uga,sophie,najjuma,19770328,782082190,30818077,KSG-762407,f
rec-5427-org,uga,venance,kyobe,19360225,712436248,88317586,NSU-220931,m
rec-5428-org,uga,kwikiriza,otyonomo,19650519,712906568,72705865,MBA-161246,f
rec-5429-org,uga,alituha,kabunga,19251027,712407086,20358361,KUL-370148,f
rec-5430-org,uga,megan,restituta,19041204,774543811,75291062,KLH-552998,
rec-5431-org,uga,beebwa,niwalinda,19251123,774548908,86002184,NSU-258203,f
rec-5432-org,uga,timothy,tuebaze,,712768401,32135387,MBA-311033,
rec-5433-org,uga,jannipher,owayezu,19670613,774115144,96261677,KUL-138264,f
rec-5434-org,uga,carvin,karubaale,19900302,752695178,14769326,RUK-159454,f
rec-5435-org,uga,jaqueline,gaudensia,19740926,772676589,40692512,KUB-777531,f
rec-5436-org,uga,sentrina,auda,19230501,774721645,50374565,NSU-996502,f
rec-5437-org,uga,lily,ssegawa,19461031,712719802,14354902,FPL-489639,
rec-5438-org,uga,harold,orikiriza,19050718,752191708,10167872,KSG-568766,m
rec-5439-org,uga,faima,adrama,19780411,774541662,30947097,KMC-588255,f
rec-5440-org,uga,joseline,mwima,19301109,772955494,45615070,KMC-810906,f
rec-5441-org,uga,sophia,somoka,19350211,752078639,51787189,MBA-480340,f
rec-5442-org,uga,bridget,aol,19041231,782518917,65429004,KUB-269393,f
rec-5443-org,uga,hellos,nacuge,19201105,752980066,15931391,MBA-764748,f
rec-5444-org,uga,shelly,meriada,19570318,774531669,73853955,KLH-664995,f
rec-5445-org,uga,dominic,ochong,19630518,752598690,23098580,MPK-442878,f
rec-5446-org,uga,fransica,ahembisibwe,,782567748,95327485,MPK-532618,f
rec-5447-org,uga,scott,rukaki,19321210,774565312,58466652,MBA-424976,
rec-5448-org,uga,angellina,wilberk,19330827,782095221,25095234,FPL-110883,f
rec-5449-org,uga,angoda,atusime,19040610,752161842,53091220,FPL-795365,f
rec-5450-org,uga,magiri,chemusto,19290303,772645357,17888780,FPL-889584,m
rec-5451-org,uga,kimanywenda,adreen,19780911,774062094,11971041,KSG-320061,f
rec-5452-org,uga,abia,mjap,19361215,712191817,37808340,KUB-784239,f
rec-5453-org,uga,hafasumana,prima,19321203,752357890,69039370,RUK-356023,f
rec-5454-org,uga,prisilla,butebekezi,,774680095,61866668,KUB-585802,f
rec-5455-org,uga,biira,ssemuwemba,19260530,772130640,16294521,MPK-151955,f
rec-5456-org,uga,nzewa,nabanda,19510113,782076134,39725633,NSU-836167,f
rec-5457-org,uga,clement,ahabwe,19430718,752749405,24727717,NSU-903909,m
rec-5458-org,uga,kabanyoro,aboce,19720223,772650091,47744243,KMC-661443,m
rec-5459-org,uga,turyahebwa,emuron,19440512,774642249,20020511,RUK-137029,f
rec-5460-org,uga,bernadette,binehe,19851001,782551127,43025840,MBA-707399,f
rec-5461-org,uga,mariam,turyakira,19810302,,45242543,KUL-169381,f
rec-5462-org,uga,ryan,fedres,19750118,752448888,48765214,KSD-557362,
rec-5463-org,uga,,omagon,19831027,752136421,95317506,MPK-315510,m
rec-5464-org,uga,seline,tuhiirwe,19310414,752403982,62113149,MPK-715257,f
rec-5465-org,uga,editor,nambuba,19140407,752324794,60757808,MBA-315391,m
rec-5466-org,uga,bethanie,okoboi,19300804,752912836,19377578,KSG-180823,
rec-5467-org,uga,salome,ngoyani,,772312538,36705003,NSU-464004,f
rec-5468-org,uga,john,mutanyama,19660120,774048058,66184314,FPL-768930,
rec-5469-org,uga,paskezia,nyinabwiza,19591116,782241608,77824349,NSU-877319,f
rec-5470-org,uga,gregory,kakabyo,19740615,782426362,38362728,KSG-101133,m
rec-5471-org,uga,katelyn,fualal,19430225,774026589,48633702,KMC-245418,
rec-5472-org,uga,mable,muhind,19190602,782212703,18705534,KMC-731824,f
rec-5473-org,uga,sam,mbabacbhc,19020421,782711920,59323494,FPL-318430,m
rec-5474-org,uga,rabecca,eriman,19300525,712936843,50911722,KMC-262636,f
rec-5475-org,uga,fredlinne,onach,19171103,752809426,19841419,KMC-392663,f
rec-5476-org,uga,alikangel,turyahebwa,19231208,712135855,11375002,KUB-996918,f
rec-5477-org,uga,nakalanzi,ntede,19800101,712936460,27402997,KMC-666924,m
rec-5478-org,uga,molly,kabagarama,19390122,782784812,70312051,KSD-431455,f
rec-5479-org,uga,isa,kashumbusha,19390706,752601410,51707907,FPL-766364,f
rec-5480-org,uga,rabecca,kakooko,19720531,782553011,56833014,KUL-420107,f
rec-5481-org,uga,zowena,nalugya,19300225,774394784,32063414,KUB-543304,f
rec-5482-org,uga,catherine,oduga,19651215,772990669,25912591,FPL-657539,
rec-5483-org,uga,jacinta,tukahiirwa,19760624,782545403,53753483,RUK-904844,f
rec-5484-org,uga,pheonah,zalwango,19220720,774416681,75806411,KMC-899752,f
rec-5485-org,uga,damazo,owamaani,19190531,774482261,12301609,KMC-999382,m
rec-5486-org,uga,vianne,nakiridde,,774428341,48567082,KUL-846498,f
rec-5487-org,uga,eleazer,alaso,19221204,782962415,20736365,RUK-514490,m
rec-5488-org,uga,tumutendereza,nyamusimba,19980320,752418804,29212412,KUB-394645,f
rec-5489-org,uga,monika,nakabito,19980120,774477255,31761160,KSG-958864,f
rec-5490-org,uga,jenefer,kasakye,19970929,772898663,31114899,MPK-182286,f
rec-5491-org,uga,sulena,inadi,19911205,752109502,65168908,KUB-164238,f
rec-5492-org,uga,phoebe,obiru,19481216,752262779,52515369,RUK-297219,
rec-5493-org,uga,manuela,maket,19010912,774745905,87547727,NSU-884301,f
rec-5494-org,uga,byaruhanga,nyirampano,19420320,752642344,92352291,FPL-914759,f
rec-5495-org,uga,philimina,mushabenta,,712844625,67540966,RUK-181468,f
rec-5496-org,uga,rossetti,twakyire,,772986440,67775542,NSU-562134,m
rec-5497-org,uga,ruben,kyarikimo,19900320,774234153,59810081,KUB-529363,m
rec-5498-org,uga,emma,wamaluku,19970320,712641897,38771706,KUL-410555,f
rec-5499-org,uga,justin,namugabo,19640131,712606894,19247610,NSU-586274,m
rec-5500-org,uga,lorine,kyatuhaire,19871007,782426824,80071658,RUK-313095,f
rec-5501-org,uga,riley,dinnah,19860203,752404583,18427140,KUL-418896,
rec-5502-org,uga,primo,anyakoit,,752441651,50541555,MBA-346469,f
rec-5503-org,uga,muteesa,ekadu,19021021,712309068,25451837,RUK-905104,f
rec-5504-org,uga,mastula,nakayovu,19930928,774728879,37514536,KMC-768104,f
rec-5505-org,uga,ann,buhule,19781220,782811746,82390362,KSG-309930,f
rec-5506-org,uga,fatuma,,19560917,,92921818,KLH-999269,f
rec-5507-org,uga,kelsy,agaba,19230502,782127636,17714002,FPL-189474,
rec-5508-org,uga,cassandra,kasembeli,19650126,712218679,49126242,KSG-531231,
rec-5509-org,uga,stella,muyanyizi,19351006,752628500,64713614,NSU-376236,f
rec-5510-org,uga,celline,candiru,19450825,752279545,14944751,KSG-456621,f
rec-5511-org,uga,tugume,cleare,19550327,772555932,30400072,KSG-432696,f
rec-5512-org,uga,matilda,obed,19511020,782104152,35127533,FPL-912616,
rec-5513-org,uga,bagahwa,rwankasure,19401125,712211023,11985339,KUL-474346,f
rec-5514-org,uga,brianna,isanail,19950610,712928547,79541194,MBA-529482,
rec-5515-org,uga,ssenyonga,ngarumbo,19280829,782851958,87199745,KLH-614123,f
rec-5516-org,uga,eseza,nyakake,19440627,752714333,48826229,KUB-448010,f
rec-5517-org,uga,lucy,nankoma,19850415,782003489,16584782,FPL-608762,f
rec-5518-org,uga,sentimba,sematimba,19280126,772441747,60720488,KUL-117967,f
rec-5519-org,uga,ronnie,alilo,19110313,774235153,53646461,KSD-237785,f
rec-5520-org,uga,tahlia,loborom,19680731,752388198,73894559,KUB-622886,
rec-5521-org,uga,edinansi,erac,19440119,,30871984,MPK-606170,f
rec-5522-org,uga,zulaika,ssemirembe,19911231,712911950,47081490,KMC-389591,f
rec-5523-org,uga,luke,,19010712,774464004,41335368,KSG-583850,m
rec-5524-org,uga,fortunate,sempilisio,19101014,774210270,24052796,KSG-950979,f
rec-5525-org,uga,lukia,nabimanya,19670509,782915638,44085945,KMC-785652,f
rec-5526-org,uga,ellie,ajemo,19331101,782036937,47053034,RUK-611217,
rec-5527-org,uga,nanura,imenitono,19250720,,57975762,KUB-384447,f
rec-5528-org,uga,aidreda,habomugisa,19360531,782683090,83758817,MBA-660528,f
rec-5529-org,uga,serena,abwoli,19450705,772350402,57616088,KUB-815851,
rec-5530-org,uga,kyah,bahane,19560830,782264904,40353726,RUK-410224,
rec-5531-org,uga,sarah,kasemeirwe,19190714,752910709,99029882,KUL-908066,
rec-5532-org,uga,jully,kwagga,19070605,782241171,33203318,KMC-600998,f
rec-5533-org,uga,nabukenya,bulaya,19100417,712363510,28933312,NSU-398398,f
rec-5534-org,uga,happy,hamada,19920828,774867286,97154252,FPL-459962,f
rec-5535-org,uga,liam,kyali,19100120,772077735,18600547,KLH-433459,
rec-5536-org,uga,zarina,vanice,19121211,,15676911,KSD-751832,f
rec-5537-org,uga,,kalungu,19780324,782083907,41863382,KLH-510488,f
rec-5538-org,uga,kakama,nerisi,19900226,712379915,24489902,KUL-803671,f
rec-5539-org,uga,jetress,kayezu,19940113,752590426,48894084,KUB-402481,f
rec-5540-org,uga,juliana,kaketo,19321211,712854354,49773542,KSD-476199,
rec-5541-org,uga,jesika,barasamas,,782339334,48971912,KUL-639093,f
rec-5542-org,uga,phobian,sebijira,19460508,774451529,95085823,KUL-104229,m
rec-5543-org,uga,penina,kaconco,19120721,772088821,32670244,RUK-797977,f
rec-5544-org,uga,hildah,kahindo,19710726,782780553,10209825,RUK-740110,f
rec-5545-org,uga,daniel,ochimwa,19790303,774575668,21234935,KSD-708683,
rec-5546-org,uga,abigaba,namuzige,,772029350,59505614,KUB-370103,f
rec-5547-org,uga,amina,odong,19161209,782415129,64958550,KSG-984783,f
rec-5548-org,uga,evelyn,nagasha,,772014562,79946362,FPL-952898,f
rec-5549-org,uga,bakaruhire,kiprotich,19651211,782874613,58959908,MBA-118159,f
rec-5550-org,uga,agata,johnbosco,19580805,782930032,46577352,MBA-367517,f
rec-5551-org,uga,layla,ojobo,19900302,712479187,79765477,KSD-244926,
rec-5552-org,uga,sepliano,kwena,19171008,772117644,15359294,MPK-150475,m
rec-5553-org,uga,ibrahim,kyosaba,19461024,752543012,98899705,KUL-982901,m
rec-5554-org,uga,jake,nakimbowa,19391220,712526908,48844552,MBA-824915,
rec-5555-org,uga,loyce,ruseguza,19920816,752678191,31677329,KUL-755468,f
rec-5556-org,uga,muliisa,komushango,19291011,752274344,58389376,MBA-796624,f
rec-5557-org,uga,nassuna,akantorana,19711220,774880748,75506742,KUL-579094,f
rec-5558-org,uga,nuwagaba,thiwe,19990424,774201918,76324239,KSD-867161,f
rec-5559-org,uga,jonathan,twinemigisha,19750618,,22605247,FPL-546553,m
rec-5560-org,uga,ahmed,everest,,752888982,15411204,NSU-609213,m
rec-5561-org,uga,ocaya,mazzi,19501001,772614304,19275594,NSU-580270,f
rec-5562-org,uga,bataringaya,nassiwa,19980604,772333565,26597818,KUB-106174,f
rec-5563-org,uga,alex,nahwera,19430122,774721800,95180915,KLH-723838,m
rec-5564-org,uga,naster,tulyamugana,,774810625,18127147,MBA-762872,m
rec-5565-org,uga,twesige,kimbugwe,19290608,752396260,99492589,NSU-202083,m
rec-5566-org,uga,aliziki,kenyangyi,19301026,752157758,33232120,MBA-293693,m
rec-5567-org,uga,leonard,etoru,19770803,772808127,87678458,KLH-465886,f
rec-5568-org,uga,cleodhina,cheptok,19801122,752176530,45013973,KUB-489583,f
rec-5569-org,uga,joy,ndyabirimire,19970401,712979489,42765847,KSD-541033,f
